pl_name,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,sy_dist
"K2-233 d",2018,"K2",0,"24.3645",0.15224,2.358,21.14,"0.1999","523","67.5062"
"K2-288 B b",2018,"K2",0,"31.393463",0.164,1.9,4.27,,"226.36","65.6138"
"WASP-138 b",2016,"SuperWASP",0,"3.634433",0.0494,12.218,387.7526,,"1590","414.234"
"WASP-165 b",2018,"SuperWASP-South",0,"3.465509",0.04823,14.123,209.13214,"0","1624","602.236"
"Kepler-49 b",2012,"Kepler",0,"7.2037945",0.05929,2.72,8,"0","509","311.222"
"Kepler-49 c",2012,"Kepler",0,"10.9129343",0.07821,2.55,5.9,"0","443","311.222"
"Kepler-93 b",2014,"Kepler",0,"4.72673978",0.05343,1.478,4.66,"0","1133","95.9115"
"WASP-33 b",2010,"SuperWASP",0,"1.21987",0.0239,17.856,665.21819,"0","2781.7","121.944"
"WASP-141 b",2016,"SuperWASP-South",0,"3.310651",0.0469,13.563,854.9627,"0","1540","516.543"
"K2-156 b",2018,"K2",0,"0.813143",0.0149,1.1,1.37,,"1347","150.21"
"K2-158 b",2018,"K2",0,"10.06049",0.0887,2.64,7.46,,"794","197.299"
"K2-239 d",2018,"K2",0,"10.115",0.0685,1.1,1.37,,"399","31.0849"
"Kepler-1748 b",2021,"Kepler",0,"5.82352018",0.0615,2.713,7.81,"0","955","1083.28"
"Kepler-1754 b",2021,"Kepler",0,"8.19594955",0.0718,2.44,6.53,"0","672","718.945"
"K2-37 b",2016,"K2",0,"4.44117",0.0511,1.61,3.22,,"974","179.943"
"TOI-237 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"5.436098",0.0341,1.44,2.67,"0","388","38.0749"
"HD 23472 f",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"12.1621839",0.0906,1.137,0.77,"0.07","630","39.0341"
"WASP-166 b",2019,"WASP-South",0,"5.44354",0.0641,7.062,32.10083,"0","1270","114.173"
"HAT-P-32 b",2011,"HATNet",0,"2.1500082",0.03397,22.194,216.1244,"0.159","1835.7","289.205"
"HAT-P-7 b",2008,"HATNet",0,"2.20474",0.03676,16.926,584.8072,"0","2733","341.079"
"HD 135625 b",2023,"La Silla Observatory",0,"4055",5.4,13.3,731.00534,"0.16",,"56.518"
"HD 169830 b",2000,"La Silla Observatory",0,"225.67372",0.765,13.2,804.4237,"0.294","345","37.6048"
"WASP-12 b",2008,"SuperWASP",0,"1.09142",0.0232,21.712,465.62095,"0.0447","2592.6","427.246"
"TOI-908 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.183792",0.041657,3.186,16.137,"0.132","1317","175.748"
"HATS-63 b",2018,"HATSouth",0,"3.0566527",0.04026,13.529,305.1168,"0.136","1398.3","623.232"
"TrES-2 b",2006,"TrES",0,"2.47063",0.03563,15.244,473.5667,"0","1466","215.32"
"Qatar-1 b",2010,"Qatar",0,"1.4200242",0.02332,12.812,411.27202,"0","1418","185.615"
"WASP-52 b",2012,"SuperWASP",0,"1.7497798",0.0272,14.24,146.2,"0","1315","174.818"
"K2-16 c",2015,"K2",0,"19.07863",0.1229,2.54,6.99,,"485","334.967"
"K2-172 c",2018,"K2",0,"29.62682",,3.206,10.4,,,"249.742"
"K2-176 b",2018,"K2",0,"5.329439",,1.491,2.83,,,"247.302"
"K2-37 d",2016,"K2",0,"14.09189",0.1103,2.73,7.9,,"663","179.943"
"K2-187 c",2018,"K2",0,"2.871512",0.0392,1.4,2.54,,"1173","330.916"
"K2-189 b",2018,"K2",0,"2.588309",0.0361,1.52,2.92,,"1197","242.113"
"K2-270 b",2018,"K2",0,"1.543069",0.0247,1.38,2.48,,"1203","280.518"
"K2-270 c",2018,"K2",0,"4.400028",0.0497,2.95,9.01,,"848","280.518"
"K2-272 b",2018,"K2",0,"14.4536756",0.1007,3.13,9.96,,"747","423.065"
"K2-44 b",2016,"K2",0,"5.657",0.06,2.433,6.5,,"1211","476.703"
"K2-46 b",2016,"K2",0,"19.1541",0.13821,2.05,4.86,,"889","449.237"
"Kepler-1096 b",2016,"Kepler",0,"2.89221751",0.034,1.24,2.07,"0","794","377.976"
"K2-58 b",2016,"K2",0,"7.05254",0.0692,2.68,7.65,,,"181.746"
"K2-58 d",2016,"K2",0,"22.8827",0.1517,1.71,3.57,,,"181.746"
"K2-62 b",2016,"K2",0,"6.67202",0.0636,2.14,5.22,,,"112.467"
"Kepler-1120 b",2016,"Kepler",0,"2.94902905",0.0369,1.38,2.48,"0","1027","615.231"
"KOI-1783.02",2020,"Kepler",0,"284.215",0.8453,5.44,15,"0","321","865.73"
"K2-62 c",2016,"K2",0,"16.1966",0.1148,2.14,5.22,,,"112.467"
"K2-63 b",2016,"K2",0,"20.257",0.1627,3.22,10.5,,,"517.534"
"HD 191939 c",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"28.579743",0.1752,3.195,8,"0.034","600","53.6089"
"HD 62364 c",2022,"Multiple Observatories",1,"74839.94555",36.984,12,7923.46219,"0.773",,"53.112"
"HD 104067 b",2009,"La Silla Observatory",0,"55.806",0.26,8.18,50.8528,"0",,"20.3632"
"HIP 54597 b",2023,"La Silla Observatory",0,"3274",4,13.3,762.78818,"0.03",,"39.7429"
"TrES-3 b",2007,"TrES",0,"1.30618581",0.02282,14.975,607.03,"0","1638","231.337"
"WASP-4 b",2007,"SuperWASP",0,"1.33823147",0.0226,14.807,376.94638,"0","1673","267.206"
"HD 111998 b",2016,"La Silla Observatory",0,"810",1.91,12.9,1525.57635,"0.13",,"33.2237"
"HD 110113 c",2021,"La Silla Observatory",0,"6.744",0.068,3.23,10.5,"0.045","990","106.307"
"K2-36 b",2016,"K2",0,"1.422614",0.02288,1.43,4.3,"0.093","1328","109.749"
"Kepler-78 b",2013,"Kepler",0,"0.35500745",0.00901,1.201,1.68,"0","2223","124.376"
"Wolf 503 b",2018,"K2",0,"6.00127",0.05712,2.043,6.27,"0.409","789","44.526"
"K2-414 b",2022,"K2",0,"4.3696",0.0487,1.219,1.98,,,"260.036"
"HATS-60 b",2018,"HATSouth",0,"3.560829",0.04708,12.924,210.40346,"0.191","1528","486.474"
"WASP-173 A b",2018,"SuperWASP-South",0,"1.38665318",0.0248,13.451,1172.7927,"0","1880","232.98"
"K2-70 b",2016,"K2",0,"13.97896",0.1112,2.89,8.7,,,"232.964"
"Kepler-19 d",2017,"Roque de los Muchachos Observatory",0,"62.95",,5.06,22.5,"0.05",,"218.562"
"Kepler-26 c",2011,"Kepler",0,"17.2559",0.10725,2.72,6.2,"0","385","335.307"
"Kepler-1015 b",2016,"Kepler",0,"16.00494214",0.1396,3.55,12.3,"0","1040","739.357"
"K2-80 d",2018,"K2",0,"28.867253",,2.552,7.04,,,"200.802"
"K2-81 b",2016,"K2",0,"6.102325",0.059,1.97,4.54,"0.06",,"252.318"
"Kepler-1016 b",2016,"Kepler",0,"1.95452434",0.0307,2.18,5.39,"0","1540","1402.82"
"KOI-351 c",2013,"Kepler",0,"8.719375",0.089,1.19,1.81,"0","987","848.254"
"KOI-351 e",2013,"Kepler",0,"91.93913",0.42,2.66,7.56,"0","450","848.254"
"K2-71 b",2016,"K2",0,"6.98541",0.0559,2.15,5.27,,,"153.192"
"K2-72 c",2016,"K2",0,"15.189034",0.078,1.16,1.65,"0.11",,"66.4321"
"K2-83 c",2016,"K2",0,"9.99767",0.07131,1.483,2.8,"0.06",,"125.529"
"Kepler-450 b",2015,"Kepler",0,"28.454851",0.1993,6.14,19.4,"0.02","769","455.982"
"Kepler-65 e",2019,"W. M. Keck Observatory",0,"258.8",,13.9,260,"0.283",,"303.728"
"WASP-57 b",2012,"SuperWASP",0,"2.83891856",0.03769,11.769,204.68252,"0.059","1338","398.276"
"WASP-98 b",2014,"SuperWASP",0,"2.96264036",0.03762,12.823,293.03926,"0.07","1171","281.742"
"KOI-94 d",2013,"Kepler",0,"22.342989",0.1684,11.27,106,"0.022","806","477.052"
"Kepler-102 f",2014,"Kepler",0,"27.453592",0.1656,0.861,4.3,"0.1","495","107.796"
"Kepler-22 b",2011,"Kepler",0,"289.863876",0.812,2.1,9.1,"0.72","279","194.642"
"KMT-2018-BLG-0087L b",2022,"KMTNet",0,,0.87,10.1,73.10053,,,"7020"
"Kepler-1017 b",2016,"Kepler",0,"7.23400469",0.0702,1.99,4.62,"0","831","552.058"
"Kepler-1018 b",2016,"Kepler",0,"49.1013514",0.253,2.58,7.18,"0","498","1010.01"
"Kepler-100 b",2014,"Kepler",0,"6.88705",0.072,1.32,7.34,"0.13","1155","304.645"
"Kepler-1000 b",2016,"Kepler",0,"120.0181272",0.5337,4.76,20.3,"0","473","1115.62"
"HD 98736 b",2018,"W. M. Keck Observatory",0,"968.8",1.864,13.3,740.5439,"0.226",,"32.4459"
"HIP 35173 b",2019,"Las Campanas Observatory",0,"41.516",0.217,3.61,12.7,"0.16",,"33.1562"
"Kepler-856 b",2016,"Kepler",0,"8.02768059",0.0787,9.3,63.3,"0","824","1351.17"
"TOI-1333 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"4.720219",0.0626,15.648,753.2571,"0.073","1679","200.492"
"Kepler-65 b",2012,"Kepler",0,"2.15491",0.035,1.42,2.4,"0.028","1740","303.728"
"XO-2 S c",2014,"Roque de los Muchachos Observatory",0,"120.8",0.4756,13.6,435.409,"0.1528",,"151.398"
"WASP-107 c",2020,"Multiple Observatories",0,"1088",,13.2,115,"0.28",,"64.7414"
"WASP-31 b",2010,"SuperWASP",0,"3.4059096",0.04659,17.363,151.916,"0","1307","383.829"
"XO-2 S b",2014,"Roque de los Muchachos Observatory",0,"18.157",0.13,10.9,82.6358,"0.18",,"151.398"
"gam Lib c",2018,"Okayama Astrophysical Observatory",0,"966.49",2.318,12.8,1662.5604,"0.065",,"47.4017"
"HD 100777 b",2007,"La Silla Observatory",0,"383",1.06,13.7,390.92894,"0.38",,"49.5336"
"GJ 3222 b",2022,"Multiple Observatories",0,"10.66669",0.091,3.4,11.44182,"0.929",,"18.23817"
"HD 114783 c",2018,"W. M. Keck Observatory",0,"4352",5,13.4,603.87397,"0.05",,"21.0628"
"GJ 338 B b",2020,"Calar Alto Observatory",0,"24.422",0.142,3.25,10.6,"0.109","391","6.33256"
"mu2 Sco b",2022,"Paranal Observatory",0,,242.4,12.3,4576.72906,"0.56",,
"Kepler-1086 b",2016,"Kepler",0,"18.78425728",0.1198,2.44,6.53,"0","433","466.084"
"Kepler-1089 b",2016,"Kepler",0,"5.13248562",0.0497,1.83,4.01,"0","584","259.328"
"HD 218566 b",2010,"W. M. Keck Observatory",0,"225.7",0.69,9.32,63.566,"0.3",,"28.8274"
"HD 221287 b",2007,"La Silla Observatory",0,"456.1",1.25,13.1,982.05,"0.08",,"55.9231"
"HD 222076 b",2016,"Multiple Observatories",0,"871",1.83,13.5,495.8148,"0.08",,"91.1538"
"HD 222582 b",1999,"W. M. Keck Observatory",0,"572.38",1.34,12.6,2660.2371,"0.73",,"42.1586"
"HD 224693 b",2006,"W. M. Keck Observatory",0,"26.6904",0.191,14,222.481,"0.104",,"93.5015"
"HD 87883 b",2009,"Lick Observatory",0,"3309.22118",4.055,12.8,1719.13385,"0.707",,"18.2912"
"HD 45350 b",2004,"W. M. Keck Observatory",0,"963.6",1.92,13.5,568.89,"0.778",,"46.8733"
"HD 47186 b",2008,"La Silla Observatory",0,"4.0845",0.05,5.02,22.2481,"0.04",,"37.4574"
"HD 60532 b",2008,"La Silla Observatory",0,"201.9",0.77,13.8,336.8998,"0.26",,"25.9716"
"K2-175 b",2018,"K2",0,"9.525988",,2.038,4.81,,,"247.266"
"K2-177 b",2018,"K2",0,"14.155185",,2.116,5.13,,,"492.167"
"HD 82886 b",2011,"W. M. Keck Observatory",0,"705",1.58,13.3,740.5439,"0.07",,"127.061"
"HD 82943 b",2003,"La Silla Observatory",0,"441.47",1.18306,13.5,534.25,"0.162",,"27.5902"
"HD 83443 b",2002,"Multiple Observatories",0,"2.985628",0.0406,14.1,127.76702,"0.012",,"40.8991"
"K2-205 b",2018,"K2",0,"26.672263",,1.996,4.64,,,"405.301"
"K2-207 b",2018,"K2",0,"12.48749",,2.606,7.3,,,"363.064"
"HD 29399 b",2022,"La Silla Observatory",0,"892.7",1.913,13.5,498.9906,"0.05",,"44.1518"
"HD 22781 b",2011,"Haute-Provence Observatory",0,"528.07",1.167,12.3,4338.2,"0.8191",,"32.6034"
"HD 231701 b",2007,"W. M. Keck Observatory",0,"141.63",0.567,13.7,359.1479,"0.13",,"108.877"
"HD 25171 b",2010,"La Silla Observatory",0,"1802.29",2.971,13.9,290.81445,"0.042",,"55.6146"
"HIP 79098 AB b",2019,"Paranal Observatory",0,,345,12.1,6515.515,,"2450","145.798"
"HD 6434 b",2003,"La Silla Observatory",0,"21.998",0.14,14.2,155.7367,"0.17",,"42.358"
"HD 7924 b",2008,"W. M. Keck Observatory",0,"5.39792",0.06,2.4,6.3566,"0.06","825.9","16.9922"
"kap CrB b",2007,"Lick Observatory",0,"1253.68",2.5,13.4,635.66,"0.04",,"30.0651"
"HD 9446 b",2009,"Haute-Provence Observatory",0,"30.052",0.189,14,222.472,"0.2",,"50.3503"
"GJ 179 b",2009,"W. M. Keck Observatory",0,"2288",2.41,13.8,301.93699,"0.21",,"12.356"
"pi Men c",2018,"Transiting Exoplanet Survey Satellite (TESS)",0,"6.26791",0.069,2.06,3.63,"0.077","1169.8","18.2702"
"HD 28192 b",2022,"Multiple Observatories",0,"14.23283",0.118,12.2,99.79812,"0.104",,"49.8063"
"HD 23472 d",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.97664",0.04298,0.75,0.55,"0.07","909","39.0341"
"K2-178 b",2018,"K2",0,"8.747818",,3.558,12.4,,,"214.753"
"HD 94834 b",2018,"W. M. Keck Observatory",0,"1576",2.74,13.7,400.4658,"0.14",,"98.1609"
"K2-208 b",2018,"K2",0,"4.190948",,1.679,3.46,,,"256.887"
"Kepler-1137 b",2016,"Kepler",0,"23.9210791",0.1871,2.2,5.48,"0","1020","921.778"
"Kepler-1174 b",2016,"Kepler",0,"6.89225223",0.0732,1.59,3.15,"0","1156","1408.75"
"Kepler-1231 b",2016,"Kepler",0,"10.41725184",0.0914,1.42,2.6,"0","870","987.237"
"Kepler-1235 b",2016,"Kepler",0,"4.16055856",0.0491,0.79,0.418,"0","985","540.604"
"Kepler-1236 b",2016,"Kepler",0,"31.0571618",0.1803,2.14,5.22,"0","480","999.64"
"KIC 5095269 b",2017,"Kepler",0,"237.68977",0.8,12.6,2445.06619,"0.0603",,"1188.54"
"KIC 5951458 b",2015,"Kepler",1,"1320.1",,6.6,35.4,,,"742.688"
"KIC 7917485 b",2016,"Kepler",0,"840",,12.4,3750.394,"0.15",,"1382.89"
"KMT-2016-BLG-1107L b",2019,"KMTNet",0,,0.342,13.1,1043,,,"6651"
"KMT-2018-BLG-0029L b",2020,"KMTNet",0,,4.27,2.67,7.59,,,"3380"
"Kepler-1136 b",2016,"Kepler",0,"2.36172433",0.0299,1.64,3.33,"0","922","491.406"
"Kepler-1260 b",2016,"Kepler",0,"19.1187753",0.1444,1.77,3.78,"0","823","1734.43"
"Kepler-1261 b",2016,"Kepler",0,"48.4308991",0.239,2.26,5.73,"0","396","744.294"
"Kepler-1271 b",2016,"Kepler",0,"3.0255955",0.0418,1.48,2.79,"0","1484","831.991"
"Kepler-1163 b",2016,"Kepler",0,"6.11786898",0.0685,1.03,1.08,"0","1211","478.647"
"Kepler-1164 b",2016,"Kepler",0,"3.97599768",0.0457,1.12,1.46,"0","936","431.622"
"Kepler-1237 b",2016,"Kepler",0,"84.5733226",0.3778,2.86,8.55,"0","366","1064.31"
"Kepler-1238 b",2016,"Kepler",0,"4.14787559",0.0541,1.93,4.38,"0","1389","1632.13"
"Kepler-124 c",2014,"Kepler",0,"13.821375",0.1,1.75,3.71,"0","560","420.046"
"Kepler-1215 b",2016,"Kepler",0,"4.76703963",0.0528,1.22,1.98,"0","1046","661.022"
"Kepler-1145 b",2016,"Kepler",0,"3.97076766",0.0443,1.4,2.54,"0","958","691.961"
"Kepler-115 c",2014,"Kepler",0,"8.990889",0.087,2.6,7.27,"0","960","623.609"
"Kepler-1291 b",2016,"Kepler",0,"8.63043276",0.0779,1.66,3.39,"0","739","897.352"
"Kepler-1168 b",2016,"Kepler",0,"55.8226539",0.2663,2.5,6.8,"0","379","752.666"
"Kepler-1170 b",2016,"Kepler",0,"9.98969327",0.088,2.41,6.39,"0","705","1050.45"
"Kepler-122 b",2014,"Kepler",0,"5.766193",0.064,2.34,6.08,"0","1159","1027.45"
"Kepler-1157 b",2016,"Kepler",0,"4.45743164",0.0448,1.09,1.32,"0","732","342.144"
"Kepler-116 b",2014,"Kepler",0,"5.968734",0.069,3.42,11.6,"0","1251","955.168"
"Kepler-1160 b",2016,"Kepler",0,"7.97034958",0.0755,2.14,5.22,"0","839","1077.63"
"Kepler-101 c",2014,"Kepler",0,"6.02976",0.0684,1.25,3.78,"0","1413","927.981"
"Kepler-1011 b",2016,"Kepler",0,"5.75322197",0.0633,2.87,8.6,"0","920","736.779"
"Kepler-1014 b",2016,"Kepler",0,"16.57110363",0.121,2.39,6.3,"0","614","624.8"
"Kepler-1016 c",2016,"Kepler",0,"105.6551369",0.4389,3.68,13.1,"0","407","1402.82"
"Kepler-1029 b",2016,"Kepler",0,"4.41769648",0.047,1.26,2.13,"0","790","366.656"
"Kepler-1031 b",2016,"Kepler",0,"1.22621732",0.0218,0.87,0.59,"0","2024","682.882"
"Kepler-1155 b",2016,"Kepler",0,"33.469743",0.2006,2.03,4.78,"0","609","1128.72"
"Kepler-1206 b",2016,"Kepler",0,"1.21699766",0.0201,1.64,3.33,"0","1314","762.019"
"Kepler-1208 b",2016,"Kepler",0,"11.08507637",0.0901,2.32,5.99,"0","665","825.176"
"Kepler-1223 b",2016,"Kepler",0,"16.301259",0.1186,1.22,1.98,"0","557","459.957"
"Kepler-1224 b",2016,"Kepler",0,"13.32351601",0.1165,1.33,2.33,"0","872","559.598"
"Kepler-1398 c",2016,"Kepler",0,"4.13827595",0.051,1.03,1.08,"0","1324","852.204"
"Kepler-1402 b",2016,"Kepler",0,"2.03387914",0.0322,0.76,0.363,"0","1789","1493.64"
"Kepler-1405 b",2016,"Kepler",0,"28.2274184",0.1778,3.96,14.9,"0","565","1530.3"
"Kepler-1408 b",2016,"Kepler",0,"2.99793191",0.0425,0.89,0.64,"0","1616","535.048"
"Kepler-105 b",2013,"Kepler",0,"5.4122",0.066,4.81,5.1,"0.47","1418","459.223"
"Kepler-1053 b",2016,"Kepler",0,"2.41435165",0.0315,0.98,0.904,"0","953","151.129"
"Kepler-1228 b",2016,"Kepler",0,"0.57736958",0.0125,1.54,2.99,"0","1757","515.453"
"Kepler-1242 b",2016,"Kepler",0,"13.62798432",0.1039,2.26,5.73,"0","639","687.615"
"Kepler-1245 b",2016,"Kepler",0,"4.35409304",0.0484,1.44,2.67,"0","1043","805.936"
"Kepler-1248 b",2016,"Kepler",0,"7.46725407",0.0806,1.18,1.76,"0","1035","593.026"
"Kepler-1249 b",2016,"Kepler",0,"24.3347127",0.167,2.38,6.26,"0","647","1904.54"
"Kepler-1250 b",2016,"Kepler",0,"2.60754383",0.0393,1.92,4.35,"0","1431","2126.85"
"Kepler-1308 b",2016,"Kepler",0,"2.10433812",0.025,0.52,0.0933,"0","662","112.705"
"Kepler-1317 b",2016,"Kepler",0,"0.56887443",0.0128,1.56,3.05,"0","1796","728.303"
"Kepler-1318 b",2016,"Kepler",0,"213.257663",0.6085,3.11,9.85,"0","202","475.248"
"Kepler-1072 b",2016,"Kepler",0,"1.5690665",0.0269,1.58,3.12,"0","1849","982.716"
"Kepler-108 c",2014,"Kepler",0,"190.323494",0.721,8.18,50.9,"0.04","426","338.732"
"WASP-80 b",2012,"SuperWASP",0,"3.06785234",0.0344,11.198,170.99254,"0.002","825","49.7876"
"Kepler-10 c",2011,"Kepler",0,"45.294301",0.241,2.355,11.4,"0.13","578","185.506"
"WASP-5 b",2008,"SuperWASP",0,"1.6284279",0.0267,12.184,502.15,"0.038","1706","309.137"
"Kepler-1252 b",2016,"Kepler",0,"15.0540329",0.1078,1.67,3.43,"0","665","648.979"
"Kepler-1253 b",2016,"Kepler",0,"68.8861915",0.3133,1.33,2.33,"0","501","514.524"
"Kepler-1255 b",2016,"Kepler",0,"36.2919336",0.2226,2.32,5.99,"0","694","1617.07"
"Kepler-1256 b",2016,"Kepler",0,"12.4127754",0.1063,1.49,2.83,"0","933","891.192"
"Kepler-1325 b",2016,"Kepler",0,"33.8786838",0.2004,2.86,8.55,"0","564","973.368"
"Kepler-136 c",2014,"Kepler",0,"16.399235",0.133,1.99,4.62,"0","847","420.818"
"Kepler-1344 b",2016,"Kepler",0,"4.7683049",0.0568,1.84,4.04,"0","1219","853.959"
"Kepler-1349 b",2016,"Kepler",0,"2.12823928",0.0341,0.7,0.271,"0","1668","276.323"
"Kepler-1114 b",2016,"Kepler",0,"14.97435694",0.1102,1.35,2.39,"0","631","418.417"
"Kepler-112 b",2014,"Kepler",0,"8.408878",0.076,2.36,6.17,"0","809","513.206"
"Kepler-1121 b",2016,"Kepler",0,"13.15141081",0.1187,1.91,4.31,"0","1008","482.047"
"Kepler-1156 b",2016,"Kepler",0,"11.89520511",0.0994,1.32,2.3,"0","787","691.331"
"Kepler-1286 b",2016,"Kepler",0,"11.25402929",0.0991,2.15,5.27,"0","888","1354.46"
"Kepler-1288 b",2016,"Kepler",0,"2.76122421",0.0435,1.12,1.46,"0","2017","814.078"
"Kepler-1127 b",2016,"Kepler",0,"5.12330347",0.0556,1.96,4.5,"0","994","842.459"
"Kepler-1128 b",2016,"Kepler",0,"61.6178167",0.302,3.65,12.9,"0","424","1083.41"
"Kepler-1129 c",2016,"Kepler",0,"76.5369586",0.3528,2.73,7.9,"0","503","1183.88"
"Kepler-1789 b",2021,"Kepler",0,"80.23190308",0.3543,2.831,8.4,"0","380","611.461"
"Kepler-1993 b",2023,"Kepler",0,"26.6565737",0.1943,4.15,16.1,"0","903","1031.91"
"Kepler-1997 b",2023,"Kepler",0,"26.7575866",0.1815,2.28,5.82,"0","660","1502.34"
"Kepler-2000 b",2023,"Kepler",0,"6.38315913",0.0562,2.73,7.9,"0","530","320.588"
"Kepler-1818 b",2021,"Kepler",0,"4.64490986",0.055,1.714,3.58,"0","1209","1034.59"
"Kepler-1821 b",2021,"Kepler",0,"16.45809937",0.1244,2.592,7.24,"0","644","799.699"
"Kepler-1132 b",2016,"Kepler",0,"62.8916228",0.2881,2.35,6.12,"0","384","867.931"
"Kepler-1272 b",2016,"Kepler",0,"51.1309704",0.2705,2.37,6.21,"0","542","1206.37"
"Kepler-1346 b",2016,"Kepler",0,"3.40165668",0.044,1.58,3.12,"0","1236","843.701"
"Kepler-1347 b",2016,"Kepler",0,"14.00947528",0.104,1.03,1.08,"0","617","321"
"Kepler-1350 b",2016,"Kepler",0,"4.4968604",0.0413,2.52,6.9,"0","535","340.691"
"Kepler-1454 b",2016,"Kepler",0,"47.0319479",0.2447,1.88,4.19,"0","492","780.566"
"Kepler-139 b",2014,"Kepler",0,"15.771044",0.127,2.94,8.96,"0","752","391.038"
"Kepler-1458 b",2016,"Kepler",0,"47.9872764",0.2495,2.76,8.05,"0","493","544.45"
"Kepler-146 b",2014,"Kepler",0,"31.158799",0.2,3.71,13.3,"0","639","716.797"
"Kepler-1134 b",2016,"Kepler",0,"17.13263989",0.1242,2.64,7.46,"0","611","944.445"
"Kepler-1138 b",2016,"Kepler",0,"3.17060005",0.0415,1.7,3.53,"0","1080","872.328"
"Kepler-1144 b",2016,"Kepler",0,"17.14647302",0.1291,1.99,4.62,"0","811","1140.57"
"Kepler-1180 b",2016,"Kepler",0,"16.8601286",0.1246,1.99,4.62,"0","765","1596.8"
"Kepler-1351 b",2016,"Kepler",0,"0.91614077",0.0156,0.65,0.208,"0","1212","202.782"
"Kepler-1352 b",2016,"Kepler",0,"1.87788275",0.03,0.89,0.64,"0","1701","670.829"
"Kepler-1353 b",2016,"Kepler",0,"24.7543966",0.153,1.8,3.89,"0","491","593.384"
"Kepler-1354 b",2016,"Kepler",0,"76.613377",0.3521,2.97,9.11,"0","466","1119.45"
"Kepler-135 b",2014,"Kepler",0,"6.00253",0.067,1.81,3.93,"0","1209","621.855"
"Kepler-1350 c",2016,"Kepler",0,"1.76678906",0.0222,1.73,3.64,"0","730","340.691"
"Kepler-1361 b",2016,"Kepler",0,"3.57554956",0.0431,0.86,0.566,"0","1061","389.143"
"Kepler-1363 b",2016,"Kepler",0,"2.94194094",0.0363,1.25,2.1,"0","988","541.714"
"Kepler-1370 c",2016,"Kepler",0,"7.44142113",0.0767,1.27,2.15,"0","1075","1004.1"
"Kepler-1374 b",2016,"Kepler",0,"10.65276707",0.0918,2.29,5.86,"0","737","1078.46"
"Kepler-1441 b",2016,"Kepler",0,"39.4419839",0.2346,1.31,2.27,"0","682","1110.48"
"Kepler-119 b",2014,"Kepler",0,"2.422082",0.035,3.6,12.6,"0","1213","701.996"
"Kepler-1190 b",2016,"Kepler",0,"10.45843441",0.0845,1.33,2.33,"0","609","342.509"
"Kepler-1192 b",2016,"Kepler",0,"25.2034787",0.1693,2.36,6.17,"0","600","1304.19"
"Kepler-1197 b",2016,"Kepler",0,"2.03231845",0.0283,1.25,2.1,"0","1011","486.94"
"Kepler-1199 b",2016,"Kepler",0,"15.0447198",0.1152,1.15,1.6,"0","931","563.493"
"Kepler-1364 b",2016,"Kepler",0,"13.32196237",0.1284,2.15,5.27,"0","1299","1056.9"
"Kepler-1366 b",2016,"Kepler",0,"2.16457097",0.0273,1.43,2.63,"0","783","465.826"
"Kepler-141 b",2014,"Kepler",0,"3.107675",0.039,0.69,0.257,"0","968","301.183"
"Kepler-141 c",2014,"Kepler",0,"7.010606",0.067,1.41,2.57,"0","738","301.183"
"Kepler-1412 b",2016,"Kepler",0,"3.6146051",0.0461,0.83,0.498,"0","1397","755.678"
"Kepler-1414 b",2016,"Kepler",0,"3.51576315",0.0426,1.23,2.04,"0","1033","570.835"
"Kepler-142 c",2014,"Kepler",0,"4.761702",0.057,2.86,8.55,"0","1201","548.686"
"Kepler-1773 b",2021,"Kepler",0,"40.80970001",0.2489,3.505,12.1,"0","623","681.255"
"Kepler-1774 b",2021,"Kepler",0,"59.77080154",0.3096,3.182,10.2,"0","522","816.592"
"GJ 357 b",2019,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.9306",0.036,1.2,1.84,,"518","9.44181"
"HD 152843 c",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"24.38",,5.83,27.5,"0.115","253.075943794","107.898"
"HD 73583 c",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"18.87974",0.1242,2.39,9.7,"0.08","498","31.5666"
"KELT-7 b",2015,"KELT",0,"2.73477",0.04415,17.934,441.7837,"0","2048","136.681"
"WASP-121 b",2016,"SuperWASP",0,"1.27492504",0.02596,19.649,367.72747,"0","2720","269.898"
"Kepler-120 b",2014,"Kepler",0,"6.312501",0.055,2.15,8.5,"0","575","388.63"
"Kepler-1203 b",2016,"Kepler",0,"0.58800076",0.0114,1.06,1.2,"0","1188","317.022"
"Kepler-1220 b",2016,"Kepler",0,"7.42693741",0.0734,1.52,2.92,"0","899","961.907"
"TrES-4 b",2007,"TrES",0,"3.55395",0.05084,18.046,247.9074,"0","1778","515.98"
"Kepler-94 c",2014,"W. M. Keck Observatory",0,"820.3",,12.5,3126,,,"191.904"
"Kepler-25 c",2011,"Kepler",0,"12.7207",0.1101,5.217,15.2,"0.0061","934","243.249"
